title,artist,loudness,peak_loudness,avg_max_loudness,loudness_diff_averages,loudness_labels
Knocked Out Of The Park,John Davis,-22.289000,-8.799,-30.384,-8.095,quiet
Salt In NYC,Trafik,-10.683000,-5.749,-13.733,-3.050,medium
Wessex Loses a Bride,Nick Ingman;Gavyn Wright,-18.703000,-11.174,-23.244,-4.541,quiet
Erica (2005 Digital Remaster),Eddie Calvert,-9.672000,-5.349,-12.045,-2.373,medium
Blessed Assurance,Glad,-10.754000,-7.105,-13.047,-2.293,medium
Loaded Like A Gun,Steel Rain,-8.372000,-5.429,-9.870,-1.498,medium
Rumba De Barcelona,Los Manolos,-4.370000,-1.744,-5.590,-1.220,loud
Clementina Santafè,Gloriana,-15.599000,-7.747,-17.610,-2.011,quiet
Wild Rose (Back 2 Basics Mix),Bombay Rockers,-6.358000,-1.539,-9.991,-3.633,loud
Kutt Free (DJ Volume Remix),Jinx,-7.884000,-3.768,-11.471,-3.587,medium
Ten Tonne,Chase & Status,-5.134000,-1.669,-7.517,-2.383,loud
A Higher Place (Album Version),Tom Petty,-4.954000,-2.212,-6.549,-1.595,loud
Sono andati? Fingevo di dormire,Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,-26.358000,-12.942,-33.665,-7.307,quiet
Got My Mojo Workin,Pucho & His Latin Soul Brothers,-15.672000,-10.721,-17.201,-1.529,quiet
Get Your Head Stuck On Your Neck,Soul Mekanik,-21.593000,-15.481,-24.643,-3.050,quiet
Jenny Take a Ride,Mitch Ryder,-11.255000,-8.022,-12.874,-1.619,medium
Sonnerie lalaleulé hi houuu,Blingtones,-11.494000,-8.007,-12.591,-1.097,medium
Midnight Star,Luna Orbit Project,-7.427000,-3.895,-10.059,-2.632,medium
Native Soul,Danilo Perez,-16.113000,-5.559,-19.290,-3.177,quiet
Der Kleine Dompfaff,Line Renaud,-9.843000,-2.641,-14.232,-4.389,medium
A Whiter Shade Of Pale (Live @ Fillmore West),King Curtis,-17.492000,-8.789,-23.218,-5.726,quiet
The Ballad Of Sleeping Beauty,Sophie B. Hawkins,-6.301000,-1.476,-9.104,-2.803,loud
Streets On Fire (Explicit Album Version),Lupe Fiasco,-6.294000,-2.786,-7.976,-1.682,loud
Music is what we love,Wilks,-7.640000,-1.526,-13.362,-5.722,medium
City Slickers,Marc Shaiman,-18.341000,-9.311,-22.979,-4.638,quiet
Intro,40 Grit,-22.752000,-12.242,-25.190,-2.438,quiet
Harajuku Girls,Gwen Stefani,-4.169000,-0.003,-7.130,-2.961,loud
Prognosis,Steve Morse,-6.977000,-2.104,-10.139,-3.162,loud
Living Hell,Bitter End,-14.041000,-10.709,-15.147,-1.106,medium
Small World,Ethel Merman,-16.994000,-11.409,-22.210,-5.216,quiet
Truck Driving Man/Down In The Caribbean,Leon Russell & New Grass Revival,-12.000000,-8.777,-13.090,-1.090,medium
Swallow The Knife (Live) (Segue),Story Of The Year,-7.626000,-3.681,-12.815,-5.189,medium
Mayday,Natural Elements,-6.318000,-0.920,-11.789,-5.471,loud
Lake Of Dreams,Lisa Lynne,-12.811000,-3.148,-17.241,-4.430,medium
Because Of You,Neil Sedaka,-9.448000,-5.198,-12.088,-2.640,medium
Un Peu D'Amour Et D'Amitié,Maurice Larcange,-10.398000,-2.962,-14.601,-4.203,medium
Rattlesnake!,A Static Lullaby,-5.537000,-2.870,-6.928,-1.391,loud
Disappeared,John Wesley_ John Wesley,-7.513000,-3.305,-10.432,-2.919,medium
Doppelgänger [Qliphothic Phantasmagoria],Coph Nia,-17.160000,-8.726,-24.167,-7.007,quiet
Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),Tabu feat. Mitzib,-9.788000,-5.202,-12.905,-3.117,medium
Ghost Town Rituals (Album Version),Nights Like These,-4.053000,-1.578,-5.304,-1.251,loud
Morning Glory,Oasis,-3.159000,-0.762,-4.990,-1.831,loud
Rudolph The Red-Nosed Reindeer,John Davis & Emma Doyle,-13.781000,-9.877,-15.844,-2.063,medium
Tomorrow Gone,Stew,-10.968000,-3.903,-16.355,-5.387,medium
I don't Want to Be Alone Tonight,Jauida,-6.996000,-2.666,-10.496,-3.500,loud
Just A Little Lovin' (Will Go A Long Way),Eddy Arnold,-14.014000,-8.599,-16.177,-2.163,medium
Shameless,All Time Low,-2.838000,-0.435,-4.088,-1.250,loud
And I Love You So,Brian Dullaghan,-15.046000,-8.411,-20.107,-5.061,quiet
L' Envers Du Décor,Richard Galliano,-15.008000,-5.523,-21.246,-6.238,quiet
Quiet Time,Regina Belle,-8.916000,-3.369,-13.175,-4.259,medium
Little Sister,Debbie Davies,-6.908000,-2.584,-9.052,-2.144,loud
Song For Mom (LP Version),STEVE CAMP,-9.371000,-3.669,-13.598,-4.227,medium
All Over Me,Jay Tee & Baby Bash,-5.234000,-1.031,-8.827,-3.593,loud
I Hate You,The Stolen Minks,-2.704000,-0.952,-3.363,-0.659,loud
From The Blind (LP Version),Daath,-3.325000,-0.321,-4.408,-1.083,loud
Misanthrope,Extasick,-8.933000,-4.396,-12.583,-3.650,medium
Chains Chains (Live In Hammersmith),UFO,-8.548000,-3.654,-10.494,-1.946,medium
The Date (Remix By Ana Rago),Avril - Remix By Ana Rago,-18.397000,-14.119,-21.014,-2.617,quiet
As My Fire Flies,Pat Travers,-7.812000,-3.747,-9.209,-1.397,medium
We Wish You A Merry Christmas,SNOWPATROL,-8.499000,-5.260,-10.574,-2.075,medium
Böse,Die Fantastischen Vier,-5.165000,-1.881,-6.080,-0.915,loud
Saturday Night Is The Loneliest Night In The Week,Jeanie Lambe & The Danny Moss Quartet,-10.274000,-6.233,-12.354,-2.080,medium
A Mi No Me Importa,Nelson Ned,-12.708000,-7.182,-16.392,-3.684,medium
BYOB (Explicit Album Version),Yung Joc,-5.797000,0.307,-7.498,-1.701,loud
Le Presbytère n'a rien perdu de son Charme,Philippe Sarde,-22.350000,-15.484,-26.166,-3.816,quiet
Ven Morena,Orquesta Aragón,-7.113000,-0.785,-8.848,-1.735,medium
Brighton by the Sea,Jason Miles,-7.467000,-1.375,-10.450,-2.983,medium
CHAOS INTRO,State of Chaos,-18.724000,-15.169,-20.297,-1.573,quiet
Bloody Pig Pile (Live),Dropkick Murphys,-5.386000,-2.724,-6.719,-1.333,loud
Hex Breaker,Taint,-4.583000,-1.938,-5.459,-0.876,loud
The Melting Moon (Edit),VHS Or Beta,-5.893000,-2.214,-7.681,-1.788,loud
Hawaiian Chimes,Leonard Kwan,-17.805000,-10.664,-19.840,-2.035,quiet
Turn Around,True Believers,-4.228000,0.314,-5.992,-1.764,loud
L'accordéoniste,Les Hurlements D'leo,-7.693000,-3.209,-9.891,-2.198,medium
Tumba Tumba,Charanga Forever,-6.622000,-1.887,-7.857,-1.235,loud
Why don't you eat where you slept last night ?,Zuzu Bollin,-19.263000,-13.165,-21.087,-1.824,quiet
Suffocating Under Words Of Sorrow (What Can I Do),Bullet For My Valentine,-2.315000,-0.101,-3.781,-1.466,loud
Im Moving On,The Hit Factory,-8.299000,-2.964,-12.242,-3.943,medium
Deep Night/Softly As In A Morning Sunrise (Medley),Terry Snyder,-12.752000,-5.666,-16.286,-3.534,medium
Let Me Show You [I Just Want To Make You Smile],Marcus Miller,-13.078000,-7.087,-16.241,-3.163,medium
Monster For Music,Beatnuts,-10.231000,-3.832,-14.604,-4.373,medium
Complain,Ayo,-11.260000,-3.632,-14.316,-3.056,medium
Daydreaming [Jakwob Remix],Kid Sister,-3.573000,-0.335,-5.621,-2.048,loud
Dansende Foran Speilet,Mons Leidvin Takle,-25.146000,-19.487,-28.538,-3.392,quiet
Ease,Public Image Ltd,-12.091000,-6.700,-14.293,-2.202,medium
Everchanging,Rise Against,-8.576000,-3.855,-12.379,-3.803,medium
Too much informa,Sizzla,-6.832000,-3.302,-8.739,-1.907,loud
L'insidieuse (Live),Richard Galliano,-13.481000,-2.344,-18.597,-5.116,medium
So Hot,Helen Love,-6.746000,-2.671,-8.782,-2.036,loud
Youlan_ Lonely Orchid (solo guqin),David Mingyue Liang,-16.077000,-9.032,-22.128,-6.051,quiet
Forbidden Fruit,Pursuit Of Happiness,-10.324000,-7.230,-11.937,-1.613,medium
Recorda-Me,Bobby Hutcherson,-13.456000,-4.741,-16.323,-2.867,medium
Lady Of Your Calibre,Gregory Isaacs,-12.084000,-7.125,-16.083,-3.999,medium
Italian For Goodbye (skit),The Pharcyde,-19.461000,-12.073,-24.688,-5.227,quiet
Anti Geroi,Azis,-6.608000,-3.214,-8.047,-1.439,loud
Stronger Than Me,Amy Winehouse,-7.758000,-3.143,-10.334,-2.576,medium
Only For The Young,George Lopez,-8.832000,-0.881,-14.692,-5.860,medium
T'as 16 ans demain,Les Hou-Lops,-7.458000,-4.100,-8.862,-1.404,medium
Serene,The Cosmosamatics,-14.952000,-8.970,-17.869,-2.917,medium
So Jah Seh,Jackie Edwards,-12.102000,-5.312,-15.892,-3.790,medium
Joy In The Journey (The Final Word Album Version),Michael Card,-15.598000,-9.156,-19.660,-4.062,quiet
Chorinho Pra Ele (Live),Richard Galliano,-12.010000,-3.610,-16.019,-4.009,medium
Warrior's Quest,Ensiferum,-4.507000,-1.275,-5.638,-1.131,loud
Medley Leïla Chico,Leila Chicot,-5.568000,-2.539,-6.835,-1.267,loud
The Hustle,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,-9.636000,-3.712,-13.226,-3.590,medium
Rakkauden satu - Histoire d'un Amour -,Erkki Junkkarinen,-9.559000,-4.828,-11.664,-2.105,medium
God Bless You (Goddamn it),A Static Lullaby,-4.621000,-2.262,-6.444,-1.823,loud
The Illusionist,Scar Symmetry,-3.536000,-1.510,-4.378,-0.842,loud
La Route Est Belle,Oztara,-5.786000,-1.299,-7.341,-1.555,loud
Urgence,Sonia Dersion,-8.089000,-2.700,-9.903,-1.814,medium
Pero Me Acuerdo De Tí,Christina Aguilera,-7.834000,-0.142,-12.259,-4.425,medium
Trapped In Reality,Headhunter,-3.319000,-1.515,-4.034,-0.715,loud
Our Darkest Days,Eighteen Visions,-4.806000,-1.968,-7.443,-2.637,loud
California Dreamin' (LP Version),Baby Huey & The Baby Sitters,-10.895000,-4.170,-17.931,-7.036,medium
Dumb Woman Blues,Elmore James,-10.862000,-5.610,-13.392,-2.530,medium
Letting You Back In,Rising Lion,-9.513000,-5.361,-11.249,-1.736,medium
Hear Me Lord (2001 Digital Remaster),George Harrison,-7.301000,-3.636,-9.557,-2.256,medium
Don't Let Go,Weezer,-3.637000,-1.264,-4.553,-0.916,loud
U Don't Hear Me Tho' (Street Mix),Rodney O & Joe Cooley,-7.041000,-1.398,-8.919,-1.878,medium
Lonely Street,Boots Randolph,-11.927000,-8.322,-14.048,-2.121,medium
Undertow,Jackson United,-4.941000,-2.544,-6.218,-1.277,loud
12 Seasons of Love,The Cosmosamatics,-13.103000,-4.108,-19.327,-6.224,medium
Courtyard,Bobbie Gentry,-13.134000,-7.258,-17.660,-4.526,medium
Have You Ever Seen The Rain,Creedence Clearwater Revived,-9.224000,-5.142,-11.174,-1.950,medium
Cry Baby,The Johnny Otis Orchestra,-20.842000,-11.439,-26.323,-5.481,quiet
Interlude,B.A.D.,-5.653000,-0.338,-7.937,-2.284,loud
Terra,Luar Na Lubre,-8.654000,-4.412,-11.423,-2.769,medium
Mother,Circular,-27.806000,-13.509,-32.116,-4.310,quiet
A La Memoria Del Muerto,Fruko Y Sus Tesos,-6.206000,-3.239,-6.919,-0.713,loud
Sayin' Dope,The Bucketheads,-14.979000,-10.312,-19.669,-4.690,medium
When The World Is Running Down_ You Make The Best Of What's Still Around,The Police,-10.450000,-5.419,-15.084,-4.634,medium
My Bonnie Lies Over the Ocean,Kinky,-4.179000,-1.345,-6.353,-2.174,loud
Now You Know,The Real Kids,-8.471000,-5.930,-9.752,-1.281,medium
I'm Sitting Here Waiting,Eddie Boyd,-14.688000,-5.660,-19.464,-4.776,medium
Korrupted - Remix,Tha Chamba,-6.816000,-2.087,-11.930,-5.114,loud
Sex Objekt,Jack Orsen & Taktlo$$,-6.609000,-0.851,-12.030,-5.421,loud
Rain / Ekoln,Olov Johansson_ Catriona Mckay,-14.217000,-7.454,-18.051,-3.834,medium
Reason With The Beast,Shriekback,-11.661000,-6.678,-13.782,-2.121,medium
As Diehard As They Come (Album Version),Hatebreed,-3.806000,-1.084,-5.471,-1.665,loud
No Unexpected Guests,John Frizzell,-23.685000,-17.029,-27.833,-4.148,quiet
Walls And Cannonballs (Album),Sister Hazel,-6.481000,-3.080,-8.361,-1.880,loud
Trouble In The City,J.J. Cale,-18.863000,-11.713,-22.823,-3.960,quiet
Dark Angel,Precious Bryant,-9.131000,-5.622,-11.139,-2.008,medium
Knocked Up,Kings Of Leon,-7.714000,-3.544,-9.798,-2.084,medium
Ven Conmigo/Perdoname (Live),Selena,-5.680000,-1.289,-7.600,-1.920,loud
Taste Of Dis (Explicit Version),Brooke Valentine,-6.825000,-2.016,-10.886,-4.061,loud
Prvni vesela,Krystof,-7.499000,-2.588,-10.254,-2.755,medium
If You'd Only Talk To Me (Bonus Track),Claire Hamill,-10.225000,-5.239,-14.676,-4.451,medium
Librado Maldonado,Los Originales De San Juan,-7.711000,-2.928,-9.721,-2.010,medium
Crass Commercialism,Black Flag,-18.910000,-11.186,-24.029,-5.119,quiet
Flores Negras,Barbarito Diez,-9.718000,-5.127,-11.840,-2.122,medium
Rollercoaster Ride,Aaron Watson,-8.942000,-5.584,-10.794,-1.852,medium
Turning Away,Mary Black,-9.464000,-3.959,-13.616,-4.152,medium
Metal from Hell...22nd Century,Satan's Host,-3.470000,-0.807,-4.271,-0.801,loud
The Girl I Find (LP Version),The Impressions,-10.453000,-5.127,-13.758,-3.305,medium
Panda Bear,Owl City,-7.188000,-3.780,-10.131,-2.943,medium
Drifting From Town To Town,Bobby Bland,-10.269000,-6.125,-12.932,-2.663,medium
Negativ Song,Headliners,-4.969000,-0.896,-8.344,-3.375,loud
The Lords Prayer,Jane Winther,-16.051000,-8.855,-21.669,-5.618,quiet
Nubia (LP Version),The Rascals,-9.899000,-4.074,-14.010,-4.111,medium
Blake's Worried Blues,Blind Blake,-22.825000,-15.431,-27.674,-4.849,quiet
You're My World,Emilia,-3.235000,0.608,-5.970,-2.735,loud
Ojos Gitanos,Cómplices,-5.959000,-1.708,-8.311,-2.352,loud
Mira Nina,Emilio,-13.777000,-8.090,-15.515,-1.738,medium
Solamente Una Vez,Nana Caymmi,-13.774000,-7.363,-16.500,-2.726,medium
Zolte Slonie,Kasia Stankiewicz,-7.114000,-3.013,-9.757,-2.643,medium
Sahti Waari,Turisas,-7.249000,-4.514,-8.192,-0.943,medium
Nina Nina,Chéco Feliciano And Joe King,-3.865000,-0.247,-4.782,-0.917,loud
Only Do for Love,Cache Cache,-6.503000,-1.382,-9.241,-2.738,loud
Arrival,David Hudson,-13.462000,-6.105,-16.087,-2.625,medium
Las Murallas De Jericó,David Summers,-9.846000,-4.491,-14.658,-4.812,medium
Megatrend,Rummage,-6.014000,-2.525,-9.476,-3.462,loud
In The Name of the Father,Adr Lavey,-6.181000,-1.595,-8.832,-2.651,loud
I Can't Tame Wild Women,Bill Boyd's Cowboy Ramblers,-14.816000,-8.660,-17.377,-2.561,medium
A Somber Wind from a Distant Shore (Album),Canis Dirus,-6.435000,-2.271,-9.748,-3.313,loud
Little Timmy,Vickie Winans,-20.284000,-8.634,-25.135,-4.851,quiet
Erica,Justin,-15.148000,-7.653,-20.224,-5.076,quiet
Marcando El Ritmo Al Caminar,La Portuaria,-11.970000,-6.734,-15.680,-3.710,medium
To Agalma,Antonis Remos,-9.996000,-4.665,-13.467,-3.471,medium
Damisela Encantadora,Percy Faith And His Orchestra,-17.611000,-14.593,-20.383,-2.772,quiet
You Are My Memoir,Stars Like Fleas,-7.401000,-3.498,-10.049,-2.648,medium
Donizetti: Roberto Devereux: L'ore trascorrono...,Gaetano Donizetti,-22.271000,-12.958,-28.177,-5.906,quiet
Pienso En Ti,Shakira,-19.976000,-12.933,-28.666,-8.690,quiet
This Time I'll Be Sweeter,Maysa,-8.734000,-4.249,-12.763,-4.029,medium
Bus Station Blues (Live),Little Freddie King,-12.552000,-5.715,-15.891,-3.339,medium
Mr. Prime Minister,Ms. Dynamite,-9.903000,-2.483,-14.738,-4.835,medium
I Love You And You Love Me,Andy Russell,-9.186000,-6.353,-10.818,-1.632,medium
A New Hope,Blink-182,-7.315000,-3.539,-8.833,-1.518,medium
Como La Flor (2005 Re-mastering) (Live),Selena,-7.951000,-1.715,-9.870,-1.919,medium
Ponto,Kali,-6.260000,-2.834,-7.260,-1.000,loud
Great Is Thy Faithfulness,Vickie Winans,-26.626000,-17.602,-30.909,-4.283,quiet
Party In The Burbs,John Brown,-3.951000,-0.774,-5.284,-1.333,loud
Compulsory Resurrection,Abysmal Dawn,-5.766000,-2.438,-7.005,-1.239,loud
Lobotomy,Chaotica,-6.883000,-3.998,-8.764,-1.881,loud
The tears I cried,Lara & The Gumbo Lickers,-8.720000,-4.241,-11.754,-3.034,medium
Party Til The Cows Come Home,Elvin Bishop,-5.208000,-1.863,-6.530,-1.322,loud
Don't Cry_ Joe,Gordon Jenkins,-11.549000,-3.462,-17.000,-5.451,medium
La Excursion,1. Futurologischer Congress,-10.918000,-4.451,-15.735,-4.817,medium
Big Balls And Cow Town,Asleep At The Wheel,-10.850000,-4.745,-13.934,-3.084,medium
Lie Down And Be Counted (2007 Digital Remaster),Neil Innes,-10.881000,-4.116,-16.152,-5.271,medium
Your Amazing Grace (feat. Raul Midón),Marcus Miller,-9.469000,-4.054,-12.792,-3.323,medium
Into A Swan,Siouxsie,-6.931000,-3.481,-9.319,-2.388,loud
To The Stars,Claire Hamill,-12.677000,-6.692,-15.392,-2.715,medium
The Joes Mobilize,Alan Silvestri,-10.586000,-2.566,-16.123,-5.537,medium
I Got To Quit My Baby,Sunnyland Slim,-12.389000,-7.184,-14.582,-2.193,medium
So Unhappy,Byther Smith,-10.483000,-5.021,-14.215,-3.732,medium
San Cristobal,Dusminguet,-4.314000,0.545,-5.658,-1.344,loud
Kashmiri Love Song,Rudolph Valentino,-20.846000,-14.936,-24.857,-4.011,quiet
Marca de Amor Não Sai,Sylvia Patricia,-9.393000,-4.425,-11.723,-2.330,medium
Ammonite,Zeromancer,-6.762000,-2.626,-10.489,-3.727,loud
If I Ruled The World,Regina Belle,-10.720000,-3.465,-16.924,-6.204,medium
The Sweep,Two Man Advantage,-6.084000,-4.426,-6.918,-0.834,loud
Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),Green Day,-5.660000,-2.121,-8.654,-2.994,loud
I Love You,Ayo,-16.113000,-10.283,-21.014,-4.901,quiet
This Christmas (LP Version),Donny Hathaway,-9.647000,-3.687,-12.725,-3.078,medium
Curvy Cola Bottle Body,Chico,-3.017000,0.828,-5.533,-2.516,loud
Volcán,KALIMBA,-6.282000,-1.232,-9.567,-3.285,loud
Alkohol,SKOLD vs. KMFDM,-5.703000,-1.698,-9.538,-3.835,loud
Heart it Races (Frank Tetaz Remix),Architecture In Helsinki,-7.743000,-2.848,-11.879,-4.136,medium
Very Well,Wailing Souls,-10.275000,-5.507,-12.418,-2.143,medium
Village Attack/ The Arrest,Kitaro,-14.891000,-7.701,-17.346,-2.455,medium
Lesson Learned,Alice In Chains,-3.910000,-1.523,-4.772,-0.862,loud
(I Heard That) Lonesome Whistle,Bobby Darin,-13.876000,-6.487,-17.095,-3.219,medium
Here Comes The Hotstepper,Ini Kamoze,-9.586000,-5.106,-14.188,-4.602,medium
Almost Genuine,9th Wonder featuring Defcon_ Phonte,-7.719000,-2.444,-15.115,-7.396,medium
Can't Shake That Girl,The Real Kids,-14.934000,-12.167,-16.548,-1.614,medium
What You Deserve (Album Version),Ill Nino,-4.440000,-1.851,-6.528,-2.088,loud
Es dificil,De La Ghetto,-6.876000,0.009,-11.718,-4.842,loud
The Sweetest Curse,Baroness,-7.803000,-3.207,-11.423,-3.620,medium
We're Back,DMX / Eve / Jadakiss,-2.542000,1.367,-6.004,-3.462,loud
Talk Like POP,Melt Banana,-5.728000,-1.603,-8.552,-2.824,loud
Fuego Caliente,M.I.K.E.,-8.135000,-4.530,-10.230,-2.095,medium
Un Tipo Como Yo,Willie Rosario,-5.799000,-1.810,-7.299,-1.500,loud
The Thrill Is Gone,Jude Taylor & His Burning Flames,-11.937000,-6.069,-15.182,-3.245,medium
Slave To The Wage,Placebo,-6.033000,-2.526,-7.896,-1.863,loud
Hit The Lights,Metallica,-3.028000,0.464,-5.009,-1.981,loud
Cancion Para Mi Muerte,Sui Generis,-13.992000,-8.758,-18.068,-4.076,medium
Have You Seen Her,The Red Telephone,-6.464000,-3.299,-8.740,-2.276,loud
Don't Tell Me,T-Bone,-8.226000,-4.675,-9.734,-1.508,medium
Karuna,Bill Douglas,-15.624000,-8.113,-19.027,-3.403,quiet
Lil Mama Getdown,DJ Spinn featuring Traxman,-7.461000,-3.692,-9.598,-2.137,medium
Closing Scene,The Radio Dept.,-5.648000,-1.290,-9.279,-3.631,loud
Get It For Free,Mötley Crüe,-7.199000,-2.569,-9.411,-2.212,medium
Feelings,Shy FX & T Power,-3.584000,-0.394,-5.841,-2.257,loud
If You Love Me,Becky Baeling,-5.963000,-2.230,-7.825,-1.862,loud
Still There For Me,Keb' Mo',-10.548000,-3.075,-16.143,-5.595,medium
Allein,UKW,-7.381000,-3.503,-9.204,-1.823,medium
Doctor Of Hearts (Album Version),THE CHIFFONS,-7.000000,-2.894,-8.811,-1.811,medium
La Vida En Rosa,S. Solis y Orquesta,-11.415000,-6.032,-16.202,-4.787,medium
Crying Time,Commander Cody And His Lost Planet Airmen,-16.357000,-10.914,-19.550,-3.193,quiet
You Can Always Come Home,Commissioned,-8.132000,-2.800,-14.056,-5.924,medium
Little Bitty Pretty One,Dee Clark,-9.560000,-2.800,-12.859,-3.299,medium
Shooting Stars,Cauterize,-4.714000,-1.592,-5.967,-1.253,loud
The Cookie Bakers of the Night,Laurie Berkner,-16.263000,-7.070,-21.355,-5.092,quiet
Whip It,DJ Slugo,-9.699000,-4.828,-11.993,-2.294,medium
The Blessing,Joi,-4.141000,-0.287,-6.520,-2.379,loud
Citizen Of The Planet,Simon & Garfunkel,-13.047000,-8.552,-16.281,-3.234,medium
Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),Beenie Man Featuring Wyclef And Redman,-4.541000,-0.894,-6.353,-1.812,loud
Something For The Pain,Robben Ford,-6.311000,-1.653,-9.603,-3.292,loud
Everyone_ Everywhere_ Everytime,Greater Vision,-10.300000,-5.197,-12.913,-2.613,medium
This Is NOT a Crass Song,Anti-Flag,-10.609000,-2.957,-15.603,-4.994,medium
Soul Searcher,Joe Lynn Turner,-12.649000,-5.488,-15.512,-2.863,medium
Skeletons (Live Acoustic Version),Rickie Lee Jones,-21.978000,-5.641,-29.939,-7.961,quiet
Imagination,Hysterie,-10.976000,-7.240,-14.008,-3.032,medium
Flashflood,Aesop Rock,-6.022000,-1.420,-9.690,-3.668,loud
What To Do Crying Waiting Hoping Learning The Game,Bobby Vee,-14.489000,-9.304,-16.615,-2.126,medium
El niño de la calle,Alfredo Gutiérrez,-8.521000,-2.571,-9.627,-1.106,medium
Old Times Sake,Shelby Lynne,-15.546000,-6.584,-20.874,-5.328,quiet
Wasted Love,Tora Tora,-8.952000,-6.569,-10.175,-1.223,medium
Eleanor Put Your Boots On,Franz Ferdinand,-7.329000,-2.883,-11.502,-4.173,medium
Ass Attack (Four Tet Remix),Hot Chip,-6.446000,-2.778,-7.741,-1.295,loud
Canta Brasil,Gal Costa,-10.844000,-6.880,-12.458,-1.614,medium
Sally In the Garden,Kathy Mattea,-16.504000,-10.540,-21.006,-4.502,quiet
Steamroller Blues,James Taylor,-10.086000,-1.906,-15.540,-5.454,medium
Heute,Der Moderne Man,-8.579000,-5.259,-10.050,-1.471,medium
A Day In The Life (Album Version),Jeff Beck,-7.740000,-3.233,-11.961,-4.221,medium
Sous la Tour Eiffel,Taboo,-6.366000,-2.133,-7.618,-1.252,loud
Falling Bombs,BigElf,-4.683000,-1.159,-7.805,-3.122,loud
Sometimes,Tanto Metro & Devonte,-9.010000,-2.050,-12.622,-3.612,medium
Wa'ahila (Instrumental - Bonus Track),Ray Kane,-19.157000,-13.942,-20.447,-1.290,quiet
Drive In Saturday - (Tribute to David Bowie),Ashes to Ashes,-12.220000,-7.689,-14.509,-2.289,medium
My Life Would Suck Without You,Kelly Clarkson,-5.953000,-3.305,-7.694,-1.741,loud
Bed Crumbs,Fudge Tunnel,-7.310000,-4.794,-8.174,-0.864,medium
J'l'ai pas dit,Edgar Bori,-8.224000,-1.980,-12.322,-4.098,medium
I'm Just Wonderin' Part 2,Jimmy Witherspoon,-12.437000,-5.612,-17.335,-4.898,medium
No More Blues (Chega de Saudade),Eliane Elias,-24.830000,-12.230,-30.410,-5.580,quiet
Wave,Dave Eggar,-23.150000,-13.602,-32.079,-8.929,quiet
What'd I Say,Donnie Brooks,-10.362000,-6.662,-12.441,-2.079,medium
Ja (Hanno's Poppersmonstermix),2raumwohnung,-8.525000,-3.661,-12.450,-3.925,medium
Time to come true,SOJA,-7.700000,-3.192,-10.617,-2.917,medium
Whatever's Cool With Me (LP Version),Dinosaur Jr.,-6.051000,-3.929,-7.096,-1.045,loud
